FIGHERT1,FIGHERT2,OUTCOME1,OUTCOME2,METHOD,ROUND,TIME,REFEREE,DATE
James Head ,Jason High ,L,W,Submission ,1,1:41,Herb Dean,"August 28, 2013"
Zak Cummings ,Ben Alloway ,W,L,Submission ,1,4:19,Gary Copeland,"August 28, 2013"
Roger Bowling ,Abel Trujillo ,NC,NC,Could Not Continue ,2,4:57,Rob Hinds,"August 28, 2013"
Mauricio Rua ,Chael Sonnen ,L,W,Submission ,1,4:47,Herb Dean,"August 17, 2013"
Alistair Overeem ,Travis Browne ,L,W,KO/TKO ,1,4:08,Mario Yamasaki,"August 17, 2013"
Urijah Faber ,Iuri Alcantara ,W,L,Decision - Unanimous ,3,5:00,,"August 17, 2013"
Matt Brown ,Mike Pyle ,W,L,KO/TKO ,1,0:29,Kevin MacDonald,"August 17, 2013"
Uriah Hall ,John Howard ,L,W,Decision - Split ,3,5:00,Mario Yamasaki,"August 17, 2013"
Joe Lauzon ,Michael Johnson ,L,W,Decision - Unanimous ,3,5:00,Yves Lavigne,"August 17, 2013"
Brad Pickett ,Michael McDonald ,L,W,Submission ,2,3:43,,"August 17, 2013"
Conor McGregor ,Max Holloway ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"August 17, 2013"
Mike Brown ,Steven Siler ,L,W,KO/TKO ,1,0:50,Yves Lavigne,"August 17, 2013"
Diego Brandao ,Daniel Pineda ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"August 17, 2013"
Manvel Gamburyan ,Cole Miller ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"August 17, 2013"
Cody Donovan ,Ovince Saint Preux ,L,W,KO/TKO ,1,2:07,Herb Dean,"August 17, 2013"
Ramsey Nijem ,James Vick ,L,W,Submission ,1,0:58,Kevin MacDonald,"August 17, 2013"
Jose Aldo ,Chan Sung Jung ,W,L,KO/TKO ,4,2:00,Herb Dean,"August 03, 2013"
Lyoto Machida ,Phil Davis ,L,W,Decision - Unanimous ,3,5:00,Leon Roberts,"August 03, 2013"
Cezar Ferreira ,Thiago Santos ,W,L,Submission ,1,0:47,Mario Yamasaki,"August 03, 2013"
Thales Leites ,Tom Watson ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"August 03, 2013"
John Lineker ,Jose Maria ,W,L,KO/TKO ,2,1:03,Leon Roberts,"August 03, 2013"
Vinny Magalhaes ,Anthony Perosh ,L,W,KO/TKO ,1,0:14,Mario Yamasaki,"August 03, 2013"
Amanda Nunes ,Sheila Gaff ,W,L,KO/TKO ,1,2:08,Herb Dean,"August 03, 2013"
Sergio Moraes ,Neil Magny ,W,L,Submission ,1,3:13,Leon Roberts,"August 03, 2013"
Ian McCall ,Iliarde Santos ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"August 03, 2013"
Rani Yahya ,Josh Clopton ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"August 03, 2013"
Ednaldo Oliveira ,Francimar Barroso ,L,W,Decision - Unanimous ,3,5:00,Leon Roberts,"August 03, 2013"
Viscardi Andrade ,Bristol Marunde ,W,L,KO/TKO ,1,1:36,Mario Yamasaki,"August 03, 2013"
Demetrious Johnson ,John Moraga ,W,L,Submission ,5,3:43,Herb Dean,"July 27, 2013"
Rory MacDonald ,Jake Ellenberger ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"July 27, 2013"
Robbie Lawler ,Bobby Voelker ,W,L,KO/TKO ,2,0:24,Dan Miragliotta,"July 27, 2013"
Liz Carmouche ,Jessica Andrade ,W,L,KO/TKO ,2,3:57,Herb Dean,"July 27, 2013"
Michael Chiesa ,Jorge Masvidal ,L,W,Submission ,2,4:59,Dan Miragliotta,"July 27, 2013"
Danny Castillo ,Tim Means ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"July 27, 2013"
Mac Danzig ,Melvin Guillard ,L,W,KO/TKO ,2,2:47,Steve Newport,"July 27, 2013"
Yves Edwards ,Daron Cruickshank ,L,W,Decision - Split ,3,5:00,Steve Newport,"July 27, 2013"
Ed Herman ,Trevor Smith ,W,L,Decision - Split ,3,5:00,Herb Dean,"July 27, 2013"
Julie Kedzie ,Germaine de Randamie ,L,W,Decision - Split ,3,5:00,Randy Corley,"July 27, 2013"
Aaron Riley ,Justin Salas ,L,W,Decision - Split ,3,5:00,Randy Corley,"July 27, 2013"
John Albert ,Yaotzin Meza ,L,W,Submission ,2,2:49,Randy Corley,"July 27, 2013"
Anderson Silva ,Chris Weidman ,L,W,KO/TKO ,2,1:18,Herb Dean,"July 06, 2013"
Frankie Edgar ,Charles Oliveira ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"July 06, 2013"
Tim Kennedy ,Roger Gracie ,W,L,Decision - Unanimous ,3,5:00,Kim Winslow,"July 06, 2013"
Mark Munoz ,Tim Boetsch ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"July 06, 2013"
Cub Swanson ,Dennis Siver ,W,L,KO/TKO ,3,2:24,Herb Dean,"July 06, 2013"
Chris Leben ,Andrew Craig ,L,W,Decision - Split ,3,5:00,Yves Lavigne,"July 06, 2013"
Norman Parke ,Kazuki Tokudome ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"July 06, 2013"
Gabriel Gonzaga ,Dave Herman ,W,L,KO/TKO ,1,0:17,Kim Winslow,"July 06, 2013"
Edson Barboza ,Rafaello Oliveira ,W,L,KO/TKO ,2,1:44,Herb Dean,"July 06, 2013"
Seth Baczynski ,Brian Melancon ,L,W,KO/TKO ,1,4:59,Yves Lavigne,"July 06, 2013"
Mike Pierce ,David Mitchell ,W,L,KO/TKO ,2,2:55,Steve Mazzagatti,"July 06, 2013"
Rashad Evans ,Dan Henderson ,W,L,Decision - Split ,3,5:00,Herb Dean,"June 15, 2013"
Roy Nelson ,Stipe Miocic ,L,W,Decision - Unanimous ,3,5:00,Jerin Valel,"June 15, 2013"
Ryan Jimmo ,Igor Pokrajac ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"June 15, 2013"
Alexis Davis ,Rosi Sexton ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"June 15, 2013"
Pat Barry ,Shawn Jordan ,L,W,KO/TKO ,1,0:59,Jerin Valel,"June 15, 2013"
Jake Shields ,Tyron Woodley ,W,L,Decision - Split ,3,5:00,Yves Lavigne,"June 15, 2013"
Sam Stout ,James Krause ,L,W,Submission ,3,4:47,Adam Cheadle,"June 15, 2013"
Sean Pierson ,Kenny Robertson ,W,L,Decision - Majority ,3,5:00,Herb Dean,"June 15, 2013"
Roland Delorme ,Edwin Figueroa ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"June 15, 2013"
Mitch Clarke ,John Maguire ,W,L,Decision - Unanimous ,3,5:00,Jerin Valel,"June 15, 2013"
Yves Jabouin ,Dustin Pague ,W,L,Decision - Split ,3,5:00,Adam Cheadle,"June 15, 2013"
Antonio Rodrigo Nogueira ,Fabricio Werdum ,L,W,Submission ,2,2:41,Mario Yamasaki,"June 08, 2013"
William Macario ,Leonardo Santos ,L,W,Submission ,2,4:43,Marc Goddard,"June 08, 2013"
Thiago Silva ,Rafael Cavalcante ,W,L,KO/TKO ,1,4:29,Dan Miragliotta,"June 08, 2013"
Erick Silva ,Jason High ,W,L,Submission ,1,1:11,Mario Yamasaki,"June 08, 2013"
Daniel Sarafian ,Eddie Mendez ,W,L,Submission ,1,2:20,Dan Miragliotta,"June 08, 2013"
Rony Jason ,Mike Wilkinson ,W,L,Submission ,1,1:24,Marc Goddard,"June 08, 2013"
Raphael Assuncao ,Vaughan Lee ,W,L,Submission ,2,1:51,Mario Yamasaki,"June 08, 2013"
